"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7371","prod-98","Gigabyte GeForce GTX 960 Gaming G1 2GB (BIOS F2)","GTX 960, 2GB GDDR5, 1241 MHz+",8044
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7215","prod-99","AMD Radeon HD 7970 GHz Edition Reference 3GB","HD 7970 XT2, 3GB GDDR5,  1050 MHz",8035
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7372","prod-100","Asus GeForce GTX 960 Strix DirectCU II OC 2GB","GTX 960, 2GB GDDR5, 1253 MHz+",8032
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7374","prod-101","Palit GeForce GTX 960 SuperJetstream 2GB","GTX 960, 2GB GDDR5, 1279 MHz+",8030
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7376","prod-102","Inno3D GeForce GTX 960 iChill 2GB","GTX 960, 2GB GDDR5, 1329 MHz+",8023
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7203","prod-103","AMD Radeon R9 280X Reference 3GB","R9 280X, 3GB GDDR5,  1000 MHz",8020
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7298","prod-104","Asus Radeon R9 285 StrikeX OC 2GB","R9 285, 2GB GDDR5, 954 MHz",8007
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7243","prod-105","Nvidia GeForce GTX 770 2GB Reference","GTX 770, 2GB GDDR5, 1046 MHz ",7868
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7250","prod-106","Nvidia GeForce GTX 680 2GB Reference","GTX 680, 2GB GDDR5, 1006 MHz ",7868
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7380","prod-107","HIS Radeon R9 285 IceQ X² OC 2GB","R9 285, 2GB GDDR5, 938 MHz",7852
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7379","prod-108","HIS Radeon R9 285 Mini IceQ X² OC 2GB","R9 285, 2GB GDDR5, 938 MHz",7845
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7373","prod-109","Gainward GeForce GTX 960 Phantom OC 2GB","GTX 960, 2GB GDDR5, 1279 MHz+",7835
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7228","prod-110","AMD Radeon R9 285 Reference 2GB","R9 285, 2GB GDDR5,  913 MHz (*emul)",7815
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7382","prod-111","Gigabyte GeForce GTX 960 Gaming G1 2GB ","GTX 960, 2GB GDDR5, 1241 MHz+",7807
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7370","prod-112","Gigabyte GeForce GTX 960 Windforce OC 2GB","GTX 960, 2GB GDDR5, 1216 MHz+",7775
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7212","prod-113","AMD FirePro W9000 6GB","W9000, 6GB GDDR5, 975 MHz",7749
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7214","prod-114","AMD Radeon HD 7970 Reference 3GB","HD 7950, 3GB GDDR5, 925 MHz",7683
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7375","prod-115","Galax GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+",7650
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7377","prod-116","KFA2 GeForce GTX 960 EX OC 2GB","GTX 960, 2GB GDDR5, 1203 MHz+",7650
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7391","prod-117","HIS Radeon R7 250X  iCooler 1GB Crossfire","R7 250X, 1GB GDDR5,  1000 MHz  Crossfire",7636
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7231","prod-118","AMD Radeon HD 6990 Reference 2x 2GB OC-BIOS","HD 6990 2x 2GB GDDR5, 880 MHz",7471
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7471","prod-119","Gigabyte GeForce GTX 960 OC 2GB mini","GTX 960, 2GB GDDR5, 1175 MHz+",7438
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7279","prod-120","Asus Radeon R9 280 DirectCU II Top 3GB","R9 280X, 3GB GDDR5,  980 MHz",7401
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7277","prod-121","PowerColor Radeon R9 280 Royalking Top 3GB","R9 280X, 3GB GDDR5,  960 MHz",7320
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7378","prod-122","Nvidia GeForce GTX 960 2GB","GTX 960, 2GB GDDR5, 1113 MHz+ (*emul)",7319
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7278","prod-123","CLUB3D Radeon R9 280 Turbo Duo Top 3GB","R9 280X, 3GB GDDR5,  960 MHz",7316
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7311","prod-124","HIS Radeon HD 7950 IceQ Turbo Boost Clock 3GB","HD 7950, 3GB GDDR5,  950 MHz",7311
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7276","prod-125","Sapphire Radeon R9 280 Dual-X 3GB","R9 280X, 3GB GDDR5,  940 MHz",7295
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7230","prod-126","AMD Radeon HD 6990 Reference 2x 2GB","HD 6990 2x 2GB GDDR5, 830 MHz",7253
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7342","prod-127","Gigabyte GeForce GTX 760 Windforce 2X OC 2GB  ","GTX 760, 2GB GDDR5, 1033 Mhz ",7241
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7249","prod-128","Nvidia GeForce GTX 670 2GB Reference","GTX 670, 2GB GDDR5, 915 Mhz ",7215
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7227","prod-129","AMD Radeon R9 280 Reference 3GB","R9 280, 3GB GDDR5,  933 MHz (*emul)",7192
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7217","prod-130","AMD Radeon HD 7950 Boost Reference 3GB","HD 7950, 3GB GDDR5, 925 MHz (*emul)",7165
"All 2015 VGA Charts","01 3DMark FireStrike","Standard Quality Settings, 1920 x 1080","7472","prod-131","Gigabyte GeForce GTX 960 OC 2GB mini HTPC mod","GTX 960, 2GB GDDR5, 1175 MHz+",7129
